MID,message,category
18772,why no offer there for recharge buddy,recharge
18773,any cab offers,travel
18774,hi will u plz tell me when ipl tkts booking will be started for 1 st may 2017,travel
18775,there should be some offers on bill payment,recharge
18776,no from 6am-12am,reminders
18777,hi nishant need to cancel the train ticket to durg on 9th march howrah mail.,travel
18778,full list with time,travel
18779,any coupons on recharge,recharge
18780,i want nagarvala school enquiry number,nearby
18781,pl check bagdogra to mumbai cheapest flight,travel
18782,direct flights r better    .... don't want via delhi n all,travel
18783,i need kfc menu,food
18784,you tell me govind dev ji jaipur timings,travel
18785,cancel my all reminder s,reminders
18786,500,recharge
18787,"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 12:00 pm to 11:00 pm. { reminder_list: 622941, user_id: 1958781, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18788,slepper,travel
18789,i still didnt get cashback in wallet,recharge
18790,tell me tomarrow train timing from ludhiana to mumbai,travel
18791,cafe delight,food
18792,pls remind me tomorrow 10:30 to clear youtube history of my office system,reminders
18793,i have not recieved any link yet,recharge
18794,"27,jwalaganj fatehpur up",travel
18795,i would like to book hotel in mount abu,travel
18796,i want to know when baba ram dev yoga show timing and channels,movies
18797,show me cheapest flights for 16th apr.{293732},travel
18798,"i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 417637, user_id: 1894210, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18799,"hi  deepi, can you tell , how much fare to travel from my location to banjara hills road 2 near to lv prasad hospital , tomorrow morning after 8 am",travel
18800,from welkin park,travel
18801,12247,travel
18802,vijayawada to new delhi,travel
18803,can u stop my calling request of daily at 7 am,reminders
18804,pnr no 2809103244,travel
18805,2017,reminders
18806,set reminder to watch cnbc awaz on monday 9:00 am,reminders
18807,book ola cab to yeshwanthpur,travel
18808,13 is their know,travel
18809,i want an jio sim,recharge
18810,remainde call,reminders
18811,can i know sony vaio laptop service center in nellore,nearby
18812,how i can pay by paytm,food
18813,suggest good place for chicken shewarma,nearby
18814,any postpaid offers,recharge
18815,"		i would like to cancel my call p.m nimcha reminder for sun, 05 march at 11:00 am { reminder_list: 714319, user_id: 1928879, task_name: call_someone, offset: 0, api_name: exotel }",reminders
18816,looking for spa near by,nearby
18817,wake me up in four hours,reminders
18818,3444,travel
18819,thanks for all the reminders,reminders
18820,"hi, my car is punctured",nearby
18821,my ticket confirmed?,travel
18822,can you fetch food from tundey kabab,food
18823,i want to jama masjid,food
18824,"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 710024, user_id: 1038109, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18825,i want to make a payment of credit card,travel
18826,"not right now, will let you know",travel
18827,any tow wheeler water services near to me,nearby
18828,set a reminder to pay the rent,reminders
18829,what is price my location to iffco chowk metro station by cab lowest,travel
18830,"		i would like to cancel my wake up call for sun, 05 march at 08:38 am { reminder_list: 713880, user_id: 1958197, task_name: wakeup, offset: 0, api_name: exotel }",reminders
18831,stop remainder,reminders
18832,"my destination is- 		it park road, it park rd, phase - i, manimajra, sukteri, chandigarh 160101, india {note}",food
18833,i didn't got my referal creadit,reminders
18834,in tatakal,travel
18835,what about offers??,food
18836,i asked from jolly llb not for jolly llb2,movies
18837,i want to know how to book train tickets from online? i never booked any train tickets before so i don't know,travel
18838,yeah! i woke up,reminders
18839,can u finde a coffee day,nearby
18840,i would like to see the rating of commando 2 movie,movies
18841,actually i have it in salt lake,food
18842,log me out of uber,travel
18843,no it is not data pack,recharge
18844,malayalam movies please,movies
18845,i'll first see how much the bill amounts to.,food
18846,payment failed,recharge
18847,train scheduled for chandrapur to bhopal,travel
18848,hav u got,travel
18849,i want to display a bridge in pandey remind me,reminders
18850,i have placed an order in bell peppers can you tell how much more time it will take,food
18851,book a movie ticket of commando 2,movies
18852,only fare,travel
18853,is cab service available at pulgoan,travel
18854,benglor she furkating kitna din lagega,travel
18855,i can't book yaar,travel
18856,"flight ai 609 mumbai bangalore 	pnr: ye9ey	name: sanjeev pradhan 	date: 5th march 2017",travel
18857,paytm i having money,food
18858,catch flight,travel
18859,in hyd where,nearby
18860,at the moment it is in sleeper,travel
18861,i mean 11 am,reminders
18862,399 plans,recharge
18863,i would like to get the train time of kannur to farooq for today,travel
18864,coupon code,recharge
18865,do u support payment for broadband bills,recharge
18866,i want your help regarding hotels in delhi,travel
18867,at gokuldham sanand ahmedabad,travel
18868,they want a reschedule,reminders
18869,thanks for reminding me things on time..,reminders
18870,can you help me with train booking,travel
18871,can u find near by parlour to me,nearby
18872,i am asking about bank of india atm,nearby
18873,before recharge what is the balance,recharge
18874,offers on logan movie,movies
18875,how much cash will refund back,recharge
18876,"hi, i want to reserve a table.{task}",food
18877,"oh, this window is only for reminders?",reminders
18878,and bill payment,recharge
18879,now am in maharashtra,support
18880,chinese rice combo,food
18881,9,food
18882,mahindra two wheeler service center in vadodara,support
18883,hi jay! can you web check in for me?,travel
18884,i toll na time,reminders
18885,"		i would like to cancel my call ll reminder for sat, 04 march at 07:00 am { reminder_list: 687860, user_id: 1967712, task_name: call_someone, offset: 0, api_name: exotel }",reminders
18886,hey set my water reminder,reminders
18887,discounts on movies,movies
18888,u find good restaurants here.. and u will have many foreign visitors .. who can use this app,reminders
18889,i want some information about chennai bus routs,travel
18890,can u give me a rate or prize per kilometre in ahemdabaad cabs?,travel
18891,khaidi,movies
18892,reminder please for tonight's,reminders
18893,ok can u tell me fare for 3 tier as well,travel
18894,lunch?? good hotels,food
18895,coffee shops,food
18896,delhi to jammu,travel
18897,"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 1:00 pm to 10:00 pm. { reminder_list: 630138, user_id: 1941232, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18898,"i ordered on faasos, can u giv me their customer care no.?",food
18899,8th march 3pm meeting with cii,reminders
18900,23 rd april and return 30 the april,travel
18901,set wake up call for 6:05 am,reminders
18902,is there any coupon code for bill payments available?,recharge
18903,i want am,reminders
18904,near calangute,nearby
18905,evening only,reminders
18906,koi atm check krna jra mere location me,nearby
18907,no i want you to remind me again,reminders
18908,"		i would like to cancel my drink water reminder reminder for sun, 05 march at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 723289-723290, user_id: 1985901, task_name: drink_water, offset: 0, api_name: exotel }",reminders
18909,which hair cut saloon will be nice?,nearby
18910,show me the upcoming movie list,movies
18911,when will i get the talk time for the recharging,recharge
18912,i want to order a pizza,food
18913,set reminder for me to call vipul bhai after 5months from now,reminders
18914,or where can i get bodybuilding meal in mumbai.,food
18915,portblayer,travel
18916,near palghar,food
18917,sanju,travel
18918,"		i would like to view more reminders. { user_id: 1948820, offset: 5, api_name: exotel }",reminders
18919,ok from mumbai,travel
18920,why my transection in cab not showing,travel
18921,book flight ticket,travel
18922,i will go with me marathi order,food
18923,03-07-2017,reminders
18924,today 6 am wake me pls,reminders
18925,am i eligible for that offer?,travel
18926,pnrstatus,travel
18927,not car repair,nearby
18928,upcoming reminders?,recharge
18929,care center,nearby
18930,i want the location of the one near me,nearby
18931,help me  need to know berth availability for 22nd march,travel
18932,departure: 09:05 am (16 apr),travel
18933,traina to goa on thursday 9 march,travel
18934,any 1 offer for booking this movie,movies
18935,can i know about movie sargi,movies
18936,hey pls set a reminder for tomorrow,reminders
18937,beauty parlour near to rtc busstand vijayawada,nearby
18938,no plan,travel
18939,bookmyshow,movies
18940,need  cab,travel
18941,price of the passes,movies
18942,no cancel,food
18943,"		i would like to cancel my meet vikas nautiyal ji reminder for thu, 23 march at 11:00 am { reminder_list: 571879, user_id: 1925720, task_name: meet_someone, offset: 0, api_name: exotel }",reminders
18944,lion,movies
18945,kfc in andheri,food
18946,no my earlier one,reminders
18947,any offer for recharge,recharge
18948,khyber pass,travel
18949,movie like doctor strange,movies
18950,how to reach there?,nearby
18951,can you repeat the task already given thrice in a day?,reminders
