movie_title,director_name,color,duration,actor_1_name,language,country,title_year
Find Me Guilty,Sidney Lumet,Color,125,Peter Dinklage,English,Germany,2006
The Perks of Being a Wallflower,Stephen Chbosky,Color,102,Logan Lerman,English,USA,2012
Excessive Force,Jon Hess,Color,87,Burt Young,English,USA,1993
Infamous,Douglas McGrath,Color,118,Toby Jones,English,USA,2006
The Claim,Michael Winterbottom,Color,115,Milla Jovovich,English,UK,2000
The Vatican Tapes,Mark Neveldine,Color,91,Djimon Hounsou,English,USA,2015
Attack the Block,Joe Cornish,Color,88,John Boyega,English,UK,2011
In the Land of Blood and Honey,Angelina Jolie Pitt,Color,127,Jelena Jovanova,Bosnian,USA,2011
The Call,Brad Anderson,Color,94,Michael Imperioli,English,USA,2013
Operation Chromite,John H. Lee,Color,115,Liam Neeson,English,South Korea,2016
The Crocodile Hunter: Collision Course,John Stainton,Color,90,Steve Irwin,English,Australia,2002
I Love You Phillip Morris,Glenn Ficarra,Color,102,Dameon Clarke,English,France,2009
Quest for Fire,Jean-Jacques Annaud,Color,100,Rae Dawn Chong,None,Canada,1981
Antwone Fisher,Denzel Washington,Color,117,Denzel Washington,English,USA,2002
The Emperor's Club,Michael Hoffman,Color,109,Gabriel Millman,English,USA,2002
True Romance,Tony Scott,Color,121,Brad Pitt,English,USA,1993
Womb,Benedek Fliegauf,Color,111,Eva Green,English,Germany,2010
Glengarry Glen Ross,James Foley,Color,100,Kevin Spacey,English,USA,1992
The Killer Inside Me,Michael Winterbottom,Color,109,Liam Aiken,English,USA,2010
Cat People,Paul Schrader,Color,93,Ed Begley Jr.,English,USA,1982
Sorority Row,Stewart Hendler,Color,101,Julian Morris,English,USA,2009
The Prisoner of Zenda,John Cromwell, Black and White,101,David Niven,English,USA,1937
Lars and the Real Girl,Craig Gillespie,Color,106,Ryan Gosling,English,USA,2007
The Boy in the Striped Pajamas,Mark Herman,Color,94,Richard Johnson,English,UK,2008
Dancer in the Dark,Lars von Trier,Color,140,Catherine Deneuve,English,Denmark,2000
Oscar and Lucinda,Gillian Armstrong,Color,132,Tom Wilkinson,English,USA,1997
The Funeral,Abel Ferrara,Color,99,Isabella Rossellini,English,USA,1996
Solitary Man,Brian Koppelman,Color,90,Jenna Fischer,English,USA,2009
Machete,Ethan Maniquis,Color,105,Robert De Niro,English,USA,2010
Casino Jack,George Hickenlooper,Color,108,Kevin Spacey,English,Canada,2010
The Land Before Time,Don Bluth,Color,69,Judith Barsi,English,USA,1988
Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,Color,148,Min-sik Choi,Korean,South Korea,2004
The Perfect Game,William Dear, Black and White,118,Clifton Collins Jr.,English,Canada,2009
The Exorcist,William Friedkin,Color,132,Ellen Burstyn,English,USA,1973
Jaws,Steven Spielberg,Color,130,Roy Scheider,English,USA,1975
American Pie,Paul Weitz,Color,95,Alyson Hannigan,English,USA,1999
Ernest & Celestine,Stéphane Aubier,Color,80,Mackenzie Foy,French,France,2012
The Golden Child,Michael Ritchie,Color,94,Victor Wong,English,USA,1986
Think Like a Man,Tim Story,Color,122,Chris Brown,English,USA,2012
Barbershop,Tim Story,Color,102,Sean Patrick Thomas,English,USA,2002
Star Trek II: The Wrath of Khan,Nicholas Meyer,Color,116,Leonard Nimoy,English,USA,1982
Ace Ventura: Pet Detective,Tom Shadyac,Color,78,Sean Young,English,USA,1994
WarGames,John Badham,Color,114,Matthew Broderick,English,USA,1983
Witness,Peter Weir,Color,112,Harrison Ford,English,USA,1985
Act of Valor,Mike McCoy,Color,110,Alex Veadov,English,USA,2012
Step Up,Anne Fletcher,Color,104,Channing Tatum,English,USA,2006
Beavis and Butt-Head Do America,Mike Judge,Color,81,Bruce Willis,English,USA,1996
Jackie Brown,Quentin Tarantino,Color,154,Robert De Niro,English,USA,1997
Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz,Color,102,Danneel Ackles,English,USA,2008
Chronicle,Josh Trank,Color,89,Michael Kelly,English,USA,2012
Yentl,Barbra Streisand,Color,132,Miriam Margolyes,English,UK,1983
Time Bandits,Terry Gilliam,Color,103,Shelley Duvall,English,UK,1981
Crossroads,Tamra Davis,Color,93,Britney Spears,English,USA,2002
Project X,Nima Nourizadeh,Color,93,Dax Flame,English,USA,2012
Patton,Franklin J. Schaffner,Color,172,George C. Scott,English,USA,1970
One Hour Photo,Mark Romanek,Color,96,Robin Williams,English,USA,2002
Quarantine,John Erick Dowdle,Color,89,Andrew Fiscella,English,USA,2008
The Eye,David Moreau,Color,92,Chloë Grace Moretz,English,USA,2008
Johnson Family Vacation,Christopher Erskin,Color,97,Vanessa Williams,English,USA,2004
How High,Jesse Dylan,Color,93,Hector Elizondo,English,USA,2001
The Muppet Christmas Carol,Brian Henson,Color,89,Steven Mackintosh,English,USA,1992
Casino Royale,Martin Campbell, Black and White,144,Eva Green,English,UK,2006
Frida,Julie Taymor, Black and White,123,Salma Hayek,English,USA,2002
Katy Perry: Part of Me,Dan Cutforth,Color,93,Lexie Contursi,English,USA,2012
The Fault in Our Stars,Josh Boone,Color,133,Shailene Woodley,English,USA,2014
Rounders,John Dahl,Color,121,Matt Damon,English,USA,1998
Top Five,Chris Rock,Color,102,Rosario Dawson,English,USA,2014
Prophecy,John Frankenheimer,Color,102,Talia Shire,English,USA,1979
Stir of Echoes,David Koepp,Color,99,Illeana Douglas,English,USA,1999
Spartacus: War of the Damned,,Color,55,Peter Mensah,English,USA,
Philomena,Stephen Frears,Color,98,Steve Coogan,English,UK,2013
The Upside of Anger,Mike Binder,Color,118,Alicia Witt,English,USA,2005
The Boys from Brazil,Franklin J. Schaffner,Color,125,Laurence Olivier,English,UK,1978
Aquamarine,Elizabeth Allen Rosenbaum,Color,104,Tammin Sursok,English,USA,2006
Paper Towns,Jake Schreier,Color,109,Nat Wolff,English,USA,2015
My Baby's Daddy,Cheryl Dunye,Color,86,Michael Imperioli,English,USA,2004
Nebraska,Alexander Payne, Black and White,115,Devin Ratray,English,USA,2013
Tales from the Crypt: Demon Knight,Ernest R. Dickerson,Color,92,CCH Pounder,English,USA,1995
Max Keeble's Big Move,Tim Hill,Color,91,Noel Fisher,English,USA,2001
Young Adult,Jason Reitman,Color,94,Charlize Theron,English,USA,2011
Crank,Mark Neveldine,Color,93,Jason Statham,English,USA,2006
How to Be a Player,Lionel C. Martin,Color,93,Bernie Mac,English,USA,1997
Living Out Loud,Richard LaGravenese,Color,100,Holly Hunter,English,USA,1998
Just Wright,Sanaa Hamri,Color,100,Common,English,USA,2010
Rachel Getting Married,Jonathan Demme,Color,113,Anne Hathaway,English,USA,2008
The Postman Always Rings Twice,Bob Rafelson,Color,122,Anjelica Huston,English,USA,1981
Girl with a Pearl Earring,Peter Webber,Color,100,Scarlett Johansson,English,UK,2003
Das Boot,Wolfgang Petersen,Color,293,Jürgen Prochnow,German,West Germany,1981
The Alamo,John Lee Hancock,Color,137,Dennis Quaid,English,USA,2004
Sorority Boys,Wallace Wolodarsky,Color,93,Heather Matarazzo,English,USA,2002
About Time,Richard Curtis,Color,123,Tom Hughes,English,UK,2013
House of Flying Daggers,Yimou Zhang,Color,119,Takeshi Kaneshiro,Mandarin,China,2004
Arbitrage,Nicholas Jarecki,Color,107,Nate Parker,English,USA,2012
Project Almanac,Dean Israelite,Color,106,Gary Weeks,English,USA,2015
Cadillac Records,Darnell Martin,Color,109,Cedric the Entertainer,English,USA,2008
Screwed,Scott Alexander,Color,81,Sarah Silverman,English,USA,2000
Fortress,Stuart Gordon,Color,95,Christopher Lambert,English,Australia,1992
For Your Consideration,Christopher Guest,Color,86,John Michael Higgins,English,USA,2006
Celebrity,Woody Allen, Black and White,113,Melanie Griffith,English,USA,1998
Running with Scissors,Ryan Murphy,Color,122,Jill Clayburgh,English,USA,2006
From Justin to Kelly,Robert Iscove,Color,90,Anika Noni Rose,English,USA,2003
Girl 6,Spike Lee,Color,108,Michael Imperioli,English,USA,1996
In the Cut,Jane Campion,Color,113,Jennifer Jason Leigh,English,Australia,2003
Two Lovers,James Gray,Color,110,Isabella Rossellini,English,USA,2008
Last Orders,Fred Schepisi,Color,109,Bob Hoskins,English,UK,2001
The Host,Joon-ho Bong,Color,110,Doona Bae,Korean,South Korea,2006
The Pursuit of D.B. Cooper,Roger Spottiswoode,Color,100,Robert Duvall,English,USA,1981
Ravenous,Antonia Bird,Color,101,Jeremy Davies,English,Czech Republic,1999
Charlie Bartlett,Jon Poll,Color,97,Robert Downey Jr.,English,USA,2007
The Great Beauty,Paolo Sorrentino,Color,172,Toni Servillo,Italian,Italy,2013
The Dangerous Lives of Altar Boys,Peter Care,Color,104,Kieran Culkin,English,USA,2002
Stoker,Chan-wook Park,Color,99,Mia Wasikowska,English,UK,2013
2046,Kar-Wai Wong, Black and White,129,Li Gong,Cantonese,Hong Kong,2004
Married Life,Ira Sachs,Color,91,David Richmond-Peck,English,USA,2007
Duma,Carroll Ballard,Color,100,Eamonn Walker,English,USA,2005
Ondine,Neil Jordan,Color,111,Tony Curran,English,Ireland,2009
Brother,Takeshi Kitano,Color,114,Omar Epps,English,USA,2000
Welcome to Collinwood,Anthony Russo,Color,86,Michael Jeter,English,USA,2002
Critical Care,Sidney Lumet,Color,107,Kyra Sedgwick,English,Australia,1997
The Life Before Her Eyes,Vadim Perelman,Color,90,Eva Amurri Martino,English,USA,2007
Darling Companion,Lawrence Kasdan,Color,103,Dianne Wiest,English,USA,2012
Trade,Marco Kreuzpaintner,Color,120,Zack Ward,English,Germany,2007
Fateless,Lajos Koltai,Color,134,Marcell Nagy,Hungarian,Hungary,2005
Breakfast of Champions,Alan Rudolph,Color,110,Bruce Willis,English,USA,1999
Cypher,Vincenzo Natali,Color,95,David Hewlett,English,USA,2002
City of Life and Death,Chuan Lu, Black and White,132,Ye Liu,Mandarin,China,2009
Home,Tim Johnson,Color,94,Jim Parsons,English,USA,2015
Legend of Kung Fu Rabbit,Lijun Sun,Color,89,Jon Heder,Mandarin,China,2011
Space Battleship Yamato,Takashi Yamazaki,Color,138,Takuya Kimura,Japanese,Japan,2010
5 Days of War,Renny Harlin,Color,113,Richard Coyle,English,Georgia,2011
Triangle,Christopher Smith,Color,99,Rachael Carpani,English,UK,2009
10 Days in a Madhouse,Timothy Hines,Color,111,Christopher Lambert,English,USA,2015
Heaven Is for Real,Randall Wallace,Color,99,Jacob Vargas,English,USA,2014
Snatch,Guy Ritchie,Color,104,Jason Statham,English,UK,2000
Dancin' It's On,David Winters,Color,89,Gary Daniels,English,USA,2015
Pet Sematary,Mary Lambert,Color,103,Miko Hughes,English,USA,1989
Madadayo,Akira Kurosawa,Color,134,Tatsuo Matsumura,Japanese,Japan,1993
The Cry of the Owl,Jamie Thraves,Color,100,Paddy Considine,English,UK,2009
A Tale of Three Cities,Mabel Cheung,Color,130,Wei Tang,Chinese,China,2015
Gremlins,Joe Dante,Color,106,Phoebe Cates,English,USA,1984
Star Wars: Episode IV - A New Hope,George Lucas,Color,125,Harrison Ford,English,USA,1977
Dirty Grandpa,Dan Mazer,Color,109,Robert De Niro,English,USA,2016
Doctor Zhivago,David Lean,Color,200,Julie Christie,English,USA,1965
Trash,Stephen Daldry,Color,114,Wagner Moura,Portuguese,UK,2014
High School Musical 3: Senior Year,Kenny Ortega,Color,112,Lucas Grabeel,English,USA,2008
The Fighter,David O. Russell,Color,116,Christian Bale,English,USA,2010
Jackass Number Two,Jeff Tremaine,Color,92,Bam Margera,English,USA,2006
My Cousin Vinny,Jonathan Lynn,Color,120,Fred Gwynne,English,USA,1992
If I Stay,R.J. Cutler,Color,107,Chloë Grace Moretz,English,USA,2014
Drive Hard,Brian Trenchard-Smith,Color,92,Zoe Ventoura,English,Canada,2014
Major League,David S. Ward,Color,107,Corbin Bernsen,English,USA,1989
St. Trinian's,Oliver Parker,Color,100,Lily Cole,English,UK,2007
Phone Booth,Joel Schumacher,Color,81,Radha Mitchell,English,USA,2002
A Walk to Remember,Adam Shankman,Color,101,Lauren German,English,USA,2002
Dead Man Walking,Tim Robbins,Color,122,Lois Smith,English,UK,1995
Cruel Intentions,Roger Kumble,Color,97,Sarah Michelle Gellar,English,USA,1999
Saw VI,Kevin Greutert,Color,92,Costas Mandylor,English,Canada,2009
History of the World: Part I,Mel Brooks,Color,92,Madeline Kahn,English,USA,1981
The Secret Life of Bees,Gina Prince-Bythewood,Color,110,Nate Parker,English,USA,2008
Corky Romano,Rob Pritts,Color,86,Vincent Pastore,English,USA,2001
Raising Cain,Brian De Palma,Color,91,Steven Bauer,English,USA,1992
F.I.S.T.,Norman Jewison,Color,145,Sylvester Stallone,English,USA,1978
Invaders from Mars,Tobe Hooper,Color,100,Louise Fletcher,English,USA,1986
Brooklyn,John Crowley,Color,111,Julie Walters,English,UK,2015
Barry Lyndon,Stanley Kubrick,Color,184,Ryan O'Neal,English,UK,1975
Out Cold,Brendan Malloy,Color,89,Lee Majors,English,USA,2001
The Ladies Man,Reginald Hudlin,Color,84,Will Ferrell,English,USA,2000
Quartet,Dustin Hoffman,Color,98,Luke Newberry,English,UK,2012
Tomcats,Gregory Poirier,Color,95,Shannon Elizabeth,English,USA,2001
Frailty,Bill Paxton,Color,100,Matthew McConaughey,English,USA,2001
Woman in Gold,Simon Curtis,Color,109,Ryan Reynolds,English,UK,2015
Kinsey,Bill Condon, Black and White,118,Liam Neeson,English,USA,2004
Army of Darkness,Sam Raimi,Color,88,Patricia Tallman,English,USA,1992
Slackers,Dewey Nicks,Color,86,Jaime King,English,Canada,2002
What's Eating Gilbert Grape,Lasse Hallström,Color,118,Johnny Depp,English,USA,1993
The Visual Bible: The Gospel of John,Philip Saville,Color,125,Henry Ian Cusick,English,Canada,2003
Vera Drake,Mike Leigh,Color,125,Eddie Marsan,English,UK,2004
The Guru,Daisy von Scherler Mayer,Color,94,Michael McKean,English,UK,2002
The Perez Family,Mira Nair,Color,113,Anjelica Huston,English,USA,1995
Inside Llewyn Davis,Ethan Coen,Color,104,Justin Timberlake,English,USA,2013
O,Tim Blake Nelson,Color,95,Mekhi Phifer,English,USA,2001
Return to the Blue Lagoon,William A. Graham,Color,102,Milla Jovovich,English,USA,1991
The Molly Maguires,Martin Ritt,Color,124,Frank Finlay,English,USA,1970
Romance & Cigarettes,John Turturro,Color,105,Kate Winslet,English,USA,2005
Copying Beethoven,Agnieszka Holland,Color,104,Phyllida Law,English,USA,2006
Poltergeist,Tobe Hooper,Color,120,Heather O'Rourke,English,USA,1982
Brighton Rock,Rowan Joffe,Color,111,Sam Riley,English,UK,2010
Saw V,David Hackl,Color,95,Julie Benz,English,USA,2008
Machine Gun McCain,Giuliano Montaldo,Color,96,John Cassavetes,English,Italy,1969
LOL,Lisa Azuelos,Color,97,Nora Dunn,English,USA,2012
Jindabyne,Ray Lawrence,Color,118,John Howard,English,Australia,2006
Kabhi Alvida Naa Kehna,Karan Johar,Color,193,Shah Rukh Khan,Hindi,India,2006
An Ideal Husband,Oliver Parker,Color,97,Minnie Driver,English,UK,1999
The Last Days on Mars,Ruairi Robinson,Color,98,Romola Garai,English,UK,2013
Darkness,Jaume Balagueró,Color,103,Lena Olin,English,USA,2002
2001: A Space Odyssey,Stanley Kubrick,Color,161,Keir Dullea,English,UK,1968
E.T. the Extra-Terrestrial,Steven Spielberg,Color,120,Henry Thomas,English,USA,1982
In the Land of Women,Jon Kasdan,Color,97,Kristen Stewart,English,USA,2007
The Blue Butterfly,Léa Pool,Color,97,William Hurt,English,Canada,2004
There Goes My Baby,Floyd Mutrux,Color,99,Ricky Schroder,English,USA,1994
Lovesick,,Color,24,Antonia Thomas,English,UK,
Housefull,Sajid Khan,Color,144,Arjun Rampal,Hindi,India,2010
September Dawn,Christopher Cain,Color,111,Jon Gries,,USA,2007
For Greater Glory: The True Story of Cristiada,Dean Wright,Color,145,Santiago Cabrera,Spanish,Mexico,2012
La Famille Bélier,Eric Lartigau,Color,106,Karin Viard,French,France,2014
Good Will Hunting,Gus Van Sant,Color,126,Robin Williams,English,USA,1997
Misconduct,Shintaro Shimosawa,Color,106,Al Pacino,English,USA,2016
Saw III,Darren Lynn Bousman,Color,121,Costas Mandylor,English,USA,2006
Stripes,Ivan Reitman,Color,117,Bill Murray,English,USA,1981
Bring It On,Peyton Reed,Color,98,Kirsten Dunst,English,USA,2000
The Purge: Election Year,James DeMonaco,Color,109,Frank Grillo,English,France,2016
She's All That,Robert Iscove,Color,95,Paul Walker,English,USA,1999
Precious,Lee Daniels,Color,109,Mo'Nique,English,USA,2009
Saw IV,Darren Lynn Bousman,Color,96,Costas Mandylor,English,USA,2007
White Noise,Geoffrey Sax,Color,101,Deborah Kara Unger,English,UK,2005
Madea's Family Reunion,Tyler Perry,Color,107,Boris Kodjoe,English,USA,2006
The Color of Money,Martin Scorsese,Color,119,Tom Cruise,English,USA,1986
The Longest Day,Ken Annakin, Black and White,178,Richard Burton,English,USA,1962
The Mighty Ducks,Stephen Herek,Color,100,Lane Smith,English,USA,1992
The Grudge,Takashi Shimizu,Color,98,Sarah Michelle Gellar,English,USA,2004
Happy Gilmore,Dennis Dugan,Color,92,Adam Sandler,English,USA,1996
Jeepers Creepers,Victor Salva,Color,90,Eileen Brennan,English,Germany,2001
Bill & Ted's Excellent Adventure,Stephen Herek,Color,90,Keanu Reeves,English,USA,1989
Oliver!,Carol Reed,Color,153,Oliver Reed,English,UK,1968
The Best Exotic Marigold Hotel,John Madden,Color,124,Tom Wilkinson,English,UK,2011
Recess: School's Out,Chuck Sheetz,Color,82,Diedrich Bader,English,USA,2001
Mad Max Beyond Thunderdome,George Miller,Color,107,Tina Turner,English,Australia,1985
Commando,Mark L. Lester,Color,75,Bill Duke,English,USA,1985
The Boy,William Brent Bell,Color,97,Lauren Cohan,English,USA,2016
Devil,John Erick Dowdle,Color,80,Bojana Novakovic,English,USA,2010
Friday After Next,Marcus Raboy,Color,85,John Witherspoon,English,USA,2002
Insidious: Chapter 3,Leigh Whannell,Color,97,Lin Shaye,English,Canada,2015
The Last Dragon,Michael Schultz,Color,109,Mike Starr,English,USA,1985
Snatch,Guy Ritchie,Color,104,Jason Statham,English,UK,2000
The Lawnmower Man,Brett Leonard,Color,140,Jeff Fahey,English,UK,1992
Nick and Norah's Infinite Playlist,Peter Sollett,Color,90,Ari Graynor,English,USA,2008
Dogma,Kevin Smith,Color,130,Matt Damon,English,USA,1999
The Banger Sisters,Bob Dolman,Color,98,Erika Christensen,English,USA,2002
Twilight Zone: The Movie,Joe Dante,Color,101,Albert Brooks,English,USA,1983
Road House,Rowdy Herrington,Color,114,Ben Gazzara,English,USA,1989
A Low Down Dirty Shame,Keenen Ivory Wayans,Color,100,Jada Pinkett Smith,English,USA,1994
Swimfan,John Polson,Color,85,Erika Christensen,English,USA,2002
Employee of the Month,Greg Coolidge,Color,103,Dane Cook,English,USA,2006
Can't Hardly Wait,Harry Elfont,Color,100,Ethan Embry,English,USA,1998
The Outsiders,Francis Ford Coppola,Color,114,Tom Cruise,English,USA,1983
Pete's Dragon,David Lowery,Color,102,Bryce Dallas Howard,English,USA,2016
The Dead Zone,David Cronenberg,Color,103,Tom Skerritt,English,USA,1983
Sinister 2,Ciarán Foy,Color,97,Laila Haley,English,USA,2015
Sparkle,Salim Akil,Color,116,Omari Hardwick,English,USA,2012
Valentine,Jamie Blanks,Color,96,Marley Shelton,English,USA,2001
The Fourth Kind,Olatunde Osunsanmi,Color,98,Milla Jovovich,English,USA,2009
A Prairie Home Companion,Robert Altman,Color,105,Meryl Streep,English,USA,2006
Sugar Hill,Leon Ichaso, Black and White,123,Khandi Alexander,English,USA,1993
Invasion U.S.A.,Joseph Zito,Color,107,Billy Drago,English,USA,1985
Roll Bounce,Malcolm D. Lee,Color,112,Jurnee Smollett-Bell,English,USA,2005
Rushmore,Wes Anderson,Color,93,Bill Murray,English,USA,1998
Skyline,Colin Strause,Color,97,David Zayas,English,USA,2010
The Second Best Exotic Marigold Hotel,John Madden,Color,122,Tina Desai,English,UK,2015
Kit Kittredge: An American Girl,Patricia Rozema,Color,101,Julia Ormond,English,USA,2008
The Perfect Man,Mark Rosman,Color,100,Ben Feldman,English,USA,2005
Mo' Better Blues,Spike Lee,Color,129,Denzel Washington,English,USA,1990
