year,category,winner,nominee,detail
1993,Outstanding Supporting Actress In A Comedy Series,0,SHELLEY FABARES,Coach
1993,Outstanding Supporting Actress In A Comedy Series,0,SARA GILBERT,Roseanne
1993,Outstanding Supporting Actress In A Comedy Series,1,Laurie Metcalf,Roseanne
1993,Outstanding Supporting Actress In A Comedy Series,0,Julia Louis-Dreyfus,Seinfeld
1993,Outstanding Supporting Actress In A Drama Series,1,MARY ALICE,I'LL FLY AWAY
1993,Outstanding Supporting Actress In A Drama Series,0,KELLIE MARTIN,LIFE GOES ON
1993,Outstanding Supporting Actress In A Drama Series,0,PEG PHILLIPS,NORTHERN EXPOSURE
1993,Outstanding Supporting Actress In A Drama Series,0,CYNTHIA GEARY,NORTHERN EXPOSURE
1993,Outstanding Supporting Actress In A Drama Series,0,Kay Lenz,REASONABLE DOUBTS
1993,Outstanding Individual Achievement In Sound Editing For A Series,0,NORTHERN EXPOSURE,CBS
1993,Outstanding Individual Achievement In Sound Editing For A Series,0,QUANTUM LEAP,NBC
1993,Outstanding Individual Achievement In Sound Editing For A Series,0,Star Trek: Deep Space Nine,SYN
1993,Outstanding Individual Achievement In Sound Editing For A Series,0,STAR TREK: THE NEXT GENERATION,SYN
1993,Outstanding Individual Achievement In Sound Editing For A Series,0,THE UNTOUCHABLES,SYN
1993,Outstanding Individual Achievement In Sound Editing For A Series,1,THE YOUNG INDIANA JONES CHRONICLES,ABC
1993,Outstanding Individual Achievement In Writing In A Drama Series,0,HOMEFRONT,ABC
1993,Outstanding Individual Achievement In Writing In A Drama Series,1,HOMICIDE - LIFE ON THE STREET,NBC
1993,Outstanding Individual Achievement In Writing In A Drama Series,0,Law & Order,NBC
1993,Outstanding Individual Achievement In Writing In A Drama Series,0,NORTHERN EXPOSURE,CBS
1993,Outstanding Individual Achievement In Writing In A Drama Series,0,NORTHERN EXPOSURE,CBS
1993,Outstanding Individual Achievement In Animation,1,SHAKESPEARE:  THE ANIMATED TALES,HBO
1993,Outstanding Individual Achievement In Animation,1,SHAKESPEARE:  THE ANIMATED TALES,HBO
1993,Outstanding Individual Achievement In Casting For A Miniseries Or A Special,1,CITIZEN COHN,HBO
1993,Outstanding Individual Achievement In Cinematography For A Series,1,Law & Order,NBC
1993,Outstanding Individual Achievement In Cinematography For A Series,0,NORTHERN EXPOSURE,CBS
1993,Outstanding Individual Achievement In Cinematography For A Series,0,QUANTUM LEAP,NBC
1993,Outstanding Individual Achievement In Cinematography For A Series,0,REASONABLE DOUBTS,NBC
1993,Outstanding Individual Achievement In Cinematography For A Series,0,THE YOUNG INDIANA JONES CHRONICLES,ABC
1993,Outstanding Individual Achievement In Costume Design For A Variety Or Music Program,0,DISNEY'S CHRISTMAS FANTASY ON ICE,CBS
1993,Outstanding Individual Achievement In Costume Design For A Variety Or Music Program,0,IN LIVING COLOR,FOX
1993,Outstanding Individual Achievement In Costume Design For A Variety Or Music Program,0,LIZA MINNELLI LIVE FROM RADIO CITY MUSIC HALL,NPT
1993,Outstanding Individual Achievement In Costume Design For A Variety Or Music Program,1,OEDIPUS REX,PBS
1993,Outstanding Individual Achievement In Costume Design For A Variety Or Music Program,0,THE CAROL BURNETT SHOW:  A REUNION,CBS
1993,Outstanding Individual Achievement In Costume Design For A Series,0,"Dr. Quinn, Medicine Woman",CBS
1993,Outstanding Individual Achievement In Costume Design For A Series,1,HOMEFRONT,ABC
1993,Outstanding Individual Achievement In Costume Design For A Series,0,I'LL FLY AWAY,NBC
1993,Outstanding Individual Achievement In Costume Design For A Series,0,"Murder, She Wrote",CBS
1993,Outstanding Individual Achievement In Costume Design For A Series,0,Picket Fences,CBS
1993,Outstanding Individual Achievement In Costume Design For A Series,0,QUANTUM LEAP,NBC
1993,Outstanding Individual Achievement In Costume Design For A Series,0,STAR TREK: THE NEXT GENERATION,SYN
1993,Outstanding Individual Achievement In Costume Design For A Series,1,THE YOUNG INDIANA JONES CHRONICLES,ABC
1993,Outstanding Individual Achievement In Costume Design For A Miniseries Or A Special,0,ALEX HALEY'S QUEEN,CBS
1993,Outstanding Individual Achievement In Costume Design For A Miniseries Or A Special,0,CITIZEN COHN,HBO
1993,Outstanding Individual Achievement In Costume Design For A Miniseries Or A Special,0,DANIELLE STEEL'S HEARTBEAT,NBC
1993,Outstanding Individual Achievement In Costume Design For A Miniseries Or A Special,0,MRS. 'ARRIS GOES TO PARIS,CBS
1993,Outstanding Individual Achievement In Costume Design For A Miniseries Or A Special,1,SINATRA,CBS
1993,Outstanding Individual Achievement In Costume Design For A Miniseries Or A Special,0,THE HOUSE OF ELIOTT,A&E
1993,Outstanding Individual Achievement In Sound Editing For A Miniseries Or A Special,1,THE FIRE NEXT TIME,CBS
1993,Outstanding Individual Achievement In Sound Editing For A Miniseries Or A Special,0,THE POSITIVELY TRUE ADVENTURES OF THE ALLEGED TEXA,HBO
1993,Outstanding Individual Achievement In Graphic Design And Title Sequences,0,DUDLEY,CBS
1993,Outstanding Individual Achievement In Graphic Design And Title Sequences,0,HOMICIDE - LIFE ON THE STREET,NBC
1993,Outstanding Individual Achievement In Graphic Design And Title Sequences,0,MTV VIDEO MUSIC AWARDS,MTV
1993,Outstanding Individual Achievement In Graphic Design And Title Sequences,0,RAVE,A&E
1993,Outstanding Individual Achievement In Graphic Design And Title Sequences,0,Sisters,NBC
1993,Outstanding Individual Achievement In Hairstyling For A Series,0,HOMEFRONT,ABC
1993,Outstanding Individual Achievement In Hairstyling For A Series,0,Murphy Brown,CBS
1993,Outstanding Individual Achievement In Hairstyling For A Series,0,Sisters,NBC
1993,Outstanding Individual Achievement In Hairstyling For A Series,0,Star Trek: Deep Space Nine,SYN
1993,Outstanding Individual Achievement In Hairstyling For A Series,1,STAR TREK: THE NEXT GENERATION,SYN
1993,Outstanding Individual Achievement In Hairstyling For A Miniseries Or A Special,1,ALEX HALEY'S QUEEN,CBS
1993,Outstanding Individual Achievement In Hairstyling For A Miniseries Or A Special,0,CITIZEN COHN,HBO
1993,Outstanding Individual Achievement In Hairstyling For A Miniseries Or A Special,0,"LOVE, HONOR & OBEY:  THE LAST MAFIA MARRIAGE",CBS
1993,Outstanding Individual Achievement In Hairstyling For A Miniseries Or A Special,0,SINATRA,CBS
1993,Outstanding Individual Achievement In Hairstyling For A Miniseries Or A Special,0,THE JACKSONS:  AN AMERICAN DREAM,ABC
1993,Outstanding Individual Achievement,0,ALIVE:  THE MIRACLE OF THE ANDES,CBS
1993,Outstanding Individual Achievement,0,DANCING,PBS
1993,Outstanding Individual Achievement,0,DANCING,PBS
1993,Outstanding Individual Achievement,1,EARTH AND THE AMERICAN DREAM,HBO
1993,Outstanding Individual Achievement,1,EARTH AND THE AMERICAN DREAM,HBO
1993,Outstanding Individual Achievement,0,FALLEN CHAMP:  THE UNTOLD STORY OF MIKE TYSON,NBC
1993,Outstanding Individual Achievement,1,GARDENS OF THE WORLD,PBS
1993,Outstanding Individual Achievement,1,GRIDIRON GANG,SYN
1993,Outstanding Individual Achievement,0,HEALING AND THE MIND WITH BILL MOYERS,PBS
1993,Outstanding Individual Achievement,0,LINCOLN,ABC
1993,Outstanding Individual Achievement,0,MINE EYES HAVE SEEN THE GLORY,PBS
1993,Outstanding Individual Achievement,1,MYSTERIES UNDERGROUND (NATIONAL GEOGRAPHIC),PBS
1993,Outstanding Individual Achievement,0,MYSTERIES UNDERGROUND (NATIONAL GEOGRAPHIC),PBS
1993,Outstanding Individual Achievement,1,MYSTERIES UNDERGROUND (NATIONAL GEOGRAPHIC),PBS
1993,Outstanding Individual Achievement In Main Title Theme Music,0,BOB,CBS
1993,Outstanding Individual Achievement In Main Title Theme Music,0,BODIES OF EVIDENCE,CBS
1993,Outstanding Individual Achievement In Main Title Theme Music,0,COVINGTON CROSS,ABC
1993,Outstanding Individual Achievement In Main Title Theme Music,0,Love & War,CBS
1993,Outstanding Individual Achievement In Main Title Theme Music,0,Picket Fences,CBS
1993,Outstanding Individual Achievement In Main Title Theme Music,1,Star Trek: Deep Space Nine,SYN
1993,Outstanding Individual Achievement In Makeup For A Series,0,"Dr. Quinn, Medicine Woman",CBS
1993,Outstanding Individual Achievement In Makeup For A Series,0,Murphy Brown,CBS
1993,Outstanding Individual Achievement In Makeup For A Series,0,Saturday Night Live,NBC
1993,Outstanding Individual Achievement In Makeup For A Series,0,SPACE RANGERS,CBS
1993,Outstanding Individual Achievement In Makeup For A Series,1,Star Trek: Deep Space Nine,SYN
1993,Outstanding Individual Achievement In Makeup For A Series,0,STAR TREK: THE NEXT GENERATION,SYN
1993,Outstanding Individual Achievement In Music Direction,0,SINATRA,CBS
1993,Outstanding Individual Achievement In Music Direction,1,THE 52ND PRESIDENTIAL INAUGURAL GALA,CBS
1993,Outstanding Individual Achievement In Music Direction,0,THE 65TH ANNUAL ACADEMY AWARDS,ABC
1993,Outstanding Individual Achievement In Music Direction,0,The Kennedy Center Honors,CBS
1993,Outstanding Individual Achievement In Music Direction,0,THE YOUNG INDIANA JONES CHRONICLES,ABC
1993,Outstanding Individual Achievement In Special Visual Effects,1,THE YOUNG INDIANA JONES CHRONICLES,ABC
1993,Outstanding Animated Program (For Programming One Hour Or Less),1,BATMAN: THE SERIES,FOX
1993,Outstanding Animated Program (For Programming One Hour Or Less),0,INSPECTOR GADGET SAVES CHRISTMAS,NBC
1993,Outstanding Animated Program (For Programming One Hour Or Less),0,LIQUID TELEVISION,MTV
1993,Outstanding Animated Program (For Programming One Hour Or Less),0,THE REN & STIMPY SHOW,NIK
1993,Outstanding Animated Program (For Programming One Hour Or Less),0,THE TALE OF PETER RABBIT AND BENJAMIN BUNNY,FAM
1993,Outstanding Voice-Over Performance,1,Dan Castellaneta,The Simpsons
1993,Outstanding Classical Program In The Performing Arts,0,DANCE IN AMERICA:  THE HARD NUT (GREAT PERFORMANCE,PBS
1993,Outstanding Classical Program In The Performing Arts,0,Disney's Young Musicians Symphony Orchestra,DIS
1993,Outstanding Classical Program In The Performing Arts,0,KATHLEEN BATTLE AT THE METROPOLITAN MUSEUM,A&E
1993,Outstanding Classical Program In The Performing Arts,0,THE KING AND I:  RECORDING A HOLLYWOOD DREAM,NPT
1993,Outstanding Classical Program In The Performing Arts,1,TOSCA IN THE SETTINGS AND AT THE TIMES OF TOSCA,PBS
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,0,ALEX HALEY'S QUEEN,CBS
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,0,BARBARIANS AT THE GATE,HBO
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,1,CITIZEN COHN,HBO
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,0,SINATRA,CBS
1993,Outstanding Individual Achievement In Editing For A Series,1,CHEERS,NBC
1993,Outstanding Individual Achievement In Editing For A Series,0,Coach,ABC
1993,Outstanding Individual Achievement In Editing For A Series,0,Home Improvement,ABC
1993,Outstanding Individual Achievement In Editing For A Series,0,Murphy Brown,CBS
1993,Outstanding Individual Achievement In Editing For A Series,0,Seinfeld,NBC
1993,Outstanding Individual Achievement In Editing For A Series,0,BROOKLYN BRIDGE,CBS
1993,Outstanding Individual Achievement In Editing For A Series,0,NORTHERN EXPOSURE,CBS
1993,Outstanding Individual Achievement In Editing For A Series,1,QUANTUM LEAP,NBC
1993,Outstanding Individual Achievement In Editing For A Series,0,Sisters,NBC
1993,Outstanding Sound Mixing For A Drama Miniseries Or A Special,0,ALEX HALEY'S QUEEN,CBS
1993,Outstanding Sound Mixing For A Drama Miniseries Or A Special,0,BARBARIANS AT THE GATE,HBO
1993,Outstanding Sound Mixing For A Drama Miniseries Or A Special,0,CITIZEN COHN,HBO
1993,Outstanding Sound Mixing For A Drama Miniseries Or A Special,0,SINATRA,CBS
1993,Outstanding Sound Mixing For A Drama Miniseries Or A Special,1,STALIN,HBO
1993,Outstanding Sound Mixing For A Drama Miniseries Or A Special,0,THE JACKSONS:  AN AMERICAN DREAM,ABC
1993,Outstanding Guest Actor In A Comedy Series,0,JOEL GREY,BROOKLYN BRIDGE
1993,Outstanding Guest Actor In A Comedy Series,0,Tom Berenger,CHEERS
1993,Outstanding Guest Actor In A Comedy Series,1,DAVID CLENNON,DREAM ON
1993,Outstanding Guest Actor In A Comedy Series,0,BILL ERWIN,Seinfeld
1993,Outstanding Guest Actor In A Comedy Series,0,DANA CARVEY,The Larry Sanders Show
1993,Outstanding Guest Actor In A Drama Series,0,JOHN GLOVER,CRIME & PUNISHMENT
1993,Outstanding Guest Actor In A Drama Series,0,Adam Arkin,NORTHERN EXPOSURE
1993,Outstanding Guest Actor In A Drama Series,0,RICHARD KILEY,Picket Fences
1993,Outstanding Guest Actor In A Drama Series,0,Michael Jeter,Picket Fences
1993,Outstanding Guest Actor In A Drama Series,1,Laurence Fishburne,TRIBECA
1993,Outstanding Guest Actress In A Comedy Series,0,Shelley Long,CHEERS
1993,Outstanding Guest Actress In A Comedy Series,0,GWEN VERDON,DREAM ON
1993,Outstanding Guest Actress In A Comedy Series,0,Ruby Dee,EVENING SHADE
1993,Outstanding Guest Actress In A Comedy Series,1,Tracey Ullman,Love & War
1993,Outstanding Guest Actress In A Comedy Series,0,Carol Burnett,The Larry Sanders Show
1993,Outstanding Guest Actress In A Drama Series,0,BIBI BESCH,NORTHERN EXPOSURE
1993,Outstanding Individual Achievement,0,THE GHOSTS OF VERSAILLES,PBS
1993,Outstanding Individual Achievement,1,TOSCA IN THE SETTINGS AND AT THE TIMES OF TOSCA,PBS
1993,Outstanding Individual Achievement,1,TOSCA IN THE SETTINGS AND AT THE TIMES OF TOSCA,PBS
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,0,BOB HOPE:  THE FIRST 90 YEARS,NBC
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,0,DANCE IN AMERICA:  THE HARD NUT (GREAT PERFORMANCE,PBS
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,0,FOR OUR CHILDREN:  THE CONCERT,DIS
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,0,ROWAN & MARTIN'S LAUGH-IN 25TH ANNIVERSARY REUNION,NBC
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,0,THE CAROL BURNETT SHOW:  A REUNION,CBS
1993,Outstanding Individual Achievement In Editing For A Miniseries Or A Special,1,THE MAGIC OF DAVID COPPERFIELD XV:  FIRES OF PASSI,CBS
1993,Outstanding Individual Achievement In Lighting Direction (Electronic) For A Comedy Series,0,BLOSSOM,NBC
1993,Outstanding Individual Achievement In Lighting Direction (Electronic) For A Comedy Series,0,DUDLEY,CBS
1993,Outstanding Individual Achievement In Lighting Direction (Electronic) For A Comedy Series,1,Home Improvement,ABC
1993,Outstanding Individual Achievement In Lighting Direction (Electronic) For A Comedy Series,0,Roseanne,ABC
1993,"Outstanding Individual Achievement In Lighting Direction (Electronic) For A Drama Series, Variety Se",0,AN AMERICAN REUNION:  THE PEOPLE'S INAUGURAL CELEB,HBO
1993,"Outstanding Individual Achievement In Lighting Direction (Electronic) For A Drama Series, Variety Se",0,MICHAEL JACKSON TALKS ...TO OPRAH -- 90 PRIMETIME,ABC
1993,"Outstanding Individual Achievement In Lighting Direction (Electronic) For A Drama Series, Variety Se",1,THE 52ND PRESIDENTIAL INAUGURAL GALA,CBS
1993,"Outstanding Individual Achievement In Lighting Direction (Electronic) For A Drama Series, Variety Se",0,THE 65TH ANNUAL ACADEMY AWARDS,ABC
1993,Outstanding Individual Achievement In Makeup For A Miniseries Or A Special,0,ALEX HALEY'S QUEEN,CBS
1993,Outstanding Individual Achievement In Makeup For A Miniseries Or A Special,1,CITIZEN COHN,HBO
1993,Outstanding Individual Achievement In Makeup For A Miniseries Or A Special,0,STALIN,HBO
1993,Outstanding Individual Achievement In Makeup For A Miniseries Or A Special,0,TRU (AMERICAN PLAYHOUSE),PBS
1993,Outstanding Individual Achievement In Sound Mixing For A Comedy Series Or A Special,0,BROOKLYN BRIDGE,CBS
1993,Outstanding Individual Achievement In Sound Mixing For A Comedy Series Or A Special,1,"DOOGIE HOWSER, M.D.",ABC
1993,Outstanding Individual Achievement In Sound Mixing For A Comedy Series Or A Special,0,Seinfeld,NBC
1993,Outstanding Individual Achievement In Sound Mixing For A Comedy Series Or A Special,0,The Simpsons,FOX
1993,Outstanding Individual Achievement In Sound Mixing For A Comedy Series Or A Special,0,THE WONDER YEARS,ABC
1993,Outstanding Individual Achievement In Sound Mixing For A Drama Series,0,"Dr. Quinn, Medicine Woman",CBS
1993,Outstanding Individual Achievement In Sound Mixing For A Drama Series,0,NORTHERN EXPOSURE,CBS
1993,Outstanding Individual Achievement In Sound Mixing For A Drama Series,0,Star Trek: Deep Space Nine,SYN
1993,Outstanding Individual Achievement In Sound Mixing For A Drama Series,1,STAR TREK: THE NEXT GENERATION,SYN
1993,Outstanding Individual Achievement In Sound Mixing For A Drama Series,0,THE YOUNG INDIANA JONES CHRONICLES,ABC
1993,Outstanding Individual Achievement In Sound Mixing For A Variety Or Music Series Or A Special,1,"HARRY CONNICK, JR.:  THE NEW YORK BIG BAND CONCERT",DIS
1993,Outstanding Individual Achievement In Sound Mixing For A Variety Or Music Series Or A Special,0,MTV UNPLUGGED,MTV
1993,Outstanding Individual Achievement In Sound Mixing For A Variety Or Music Series Or A Special,0,Saturday Night Live,NBC
1993,Outstanding Individual Achievement In Sound Mixing For A Variety Or Music Series Or A Special,0,THE 35TH ANNUAL GRAMMY AWARDS,CBS
